review,rating,restaurant,type
"My go to Sushi downtown. Love the place , service is excellent and the food is amazing. Price is fair and quality is a 10 . Mickey ,our server , is awesome.",5,SUteiShi,Japanese restaurant
Cozy little place with very good sushi and above average cooked food,5,SUteiShi,Japanese restaurant
"Amazing quality, friendly staff.  Best sushi in lower Manhattan by far.",5,SUteiShi,Japanese restaurant
Tasty. Authentic sushi.view of the brooklyn bridg   More,5,SUteiShi,Japanese restaurant
This restaurant is probably my favorite in NYC! Renee and staff makes everyone feel like family. The sushi is top quality!,5,SUteiShi,Japanese restaurant
Food is amazing and also the setting of thw place is so different than any place I have been,5,SUteiShi,Japanese restaurant
Late night place to eat on Friday night.Service was excellent. Server knew her dishes and directed us to great two dishes. Deep fried cheesecake is worth the extra calories.,4,SUteiShi,Japanese restaurant
"Top, really delicious, pleasant environment, impeccable service... good... $150 for the addition of 2... without too much abuse... but it's NY... it's expensive   More",4,SUteiShi,Japanese restaurant
Favorite sushi place in nyc! Love it!!,5,SUteiShi,Japanese restaurant
"Food is good, service is good, little expensive (NYC it's expected anyways).  I notice from the comments that the owner actively looks at reviews which is great.   More",3,SUteiShi,Japanese restaurant
"Just so so, not impressed. Ordered waitress' recommendation, tuna ravioli. Regretted.",2,SUteiShi,Japanese restaurant
"Delicious, nice feel to the place, hope to come back and eat here again!",5,SUteiShi,Japanese restaurant
Lovely neighborhood restaurant. The staff was friendly and attentive. The food was delicious!,5,SUteiShi,Japanese restaurant
"I simply ordered Sashimi. Unlike other places, there was only the fish, no soup or salad that came with it. Really simple presentation, but at least good quality fish.",4,SUteiShi,Japanese restaurant
Delicious rolls with fresh fish! Great service as well!!!,5,SUteiShi,Japanese restaurant
Great little spot to grab a quick dinner.The seafood noodle dish is fantastic.,5,SUteiShi,Japanese restaurant
"Nice environment and food is decent but expensive for sushi. If you don't want to go far for sushi, this is the place to go.",4,SUteiShi,Japanese restaurant
Sushi was good/okay.  Place was a bit small.  I would give the overall sushi a rating of 4 out of 5.,4,SUteiShi,Japanese restaurant
"Love it! Randomly found this place. I am not a big fan of Sushi, but they have so many other yum food! The Scollop is amazing with spicy flavor, love the wasabi sauce of Shrimp and pork Shumai, the chicken skewer is typical but bigger portion...",4,SUteiShi,Japanese restaurant
Sushi is sub par and a bit slimy and warm. Definitely not ever coming back as I didn't feel so well after eating dinner there.   More,1,SUteiShi,Japanese restaurant
"Great food, decor, and service.",5,SUteiShi,Japanese restaurant
Excellent food and service. Not a bad price for the freshest sushi I've even eaten.,5,SUteiShi,Japanese restaurant
Very good quality sushi. Worth the slightly more expensive price!,5,SUteiShi,Japanese restaurant
"Good fusionzesque sushi. Great location and open air seating available when it's nice out.  Not the best/most traditional, but a solid choice for drinks and a meal.",4,SUteiShi,Japanese restaurant
Excellent food. Waitress is too distracted.,4,SUteiShi,Japanese restaurant
Food was good and so was the service but food portions could have been bigger.,4,SUteiShi,Japanese restaurant
"While a little pricy, the food is delicious and the atmosphere is cool and comfortable.  It's fun, bright, and the staff and owner are lovely",4,SUteiShi,Japanese restaurant
Love the Sushi at Suteishi. Quality ingredients are used to execute each dish. Definitely our spot when we visit NY.,5,SUteiShi,Japanese restaurant
Best sushi in the fidi. Never disappointed.,4,SUteiShi,Japanese restaurant
Had the omakase and it was great. Wonderful view too!,5,SUteiShi,Japanese restaurant
Good quality sushi with interesting roll combos. A bit on the pricier side but not the worst value,4,SUteiShi,Japanese restaurant
Acceptable but not exceptional sushi restaurant by the Southport area. Portions were very generous and I recommend the oyster roll. Prices were very reasonable but you can get better sushi for similar prices in NYC.,4,SUteiShi,Japanese restaurant
The best!!  Paul is great at his choices. Fresh all the time.great staff.,5,SUteiShi,Japanese restaurant
Sakura roll is awesome. Service and food were both great. Nice atmosphere.,5,SUteiShi,Japanese restaurant
"Everything went smooth, and they have a great view from the restraunt. I got the King of NY roll and a shrimp tempura roll. There were no issues with the service it was quick and great. Plus they never let my water get empty :). As far as   More",5,SUteiShi,Japanese restaurant
"Tried the sashimi platter and udon, which were both excellent. Sashimi was fresh and tasted really good and the udon was very flavorful. Portions were a little small though.",4,SUteiShi,Japanese restaurant
"The sushi was pretty good, but very expensive.  We've also had a better selection of japanese beers.  The servers were excellent though.",3,SUteiShi,Japanese restaurant
Excellent bagels!!,5,Liberty Bagels Midtown,Bagel shop
"TOP OF CLASS!  A well-oiled machine churning out quality, delicious bagels.  If you don't mind the tastes, you can't go wrong with the robust flavors of their Everything bagel with plain schmear :)  thank you, Liberty - keep at it!",5,Liberty Bagels Midtown,Bagel shop
A must ,5,Liberty Bagels Midtown,Bagel shop
"Best I've had so far!   Bagel texture and flavors were out of the world.  I have a new favorite cream cheese,  Pimento Olive, and it was great with the underrated pumpernickel!",5,Liberty Bagels Midtown,Bagel shop
Had the Asiago bagel with egg and it was delicious! Got a French toast bagel with birthday cake cream cheese to go! Had it the next day and it was amazing! My son got the Rainbow bagel and loved it!,5,Liberty Bagels Midtown,Bagel shop
Great service and wonderful food,5,Liberty Bagels Midtown,Bagel shop
First NYC bagel and awesome,5,Liberty Bagels Midtown,Bagel shop
"Tasty bagels, but a little overhyped because of the food dyed bagels.",4,Liberty Bagels Midtown,Bagel shop
"We had breakfast from this shop twice. The first time we went in person. Super busy spot, a bit disorganized on the ordering front with people just milling around waiting for their order. Lots of bagel flavors and cream cheese to choose ",5,Liberty Bagels Midtown,Bagel shop
"The most amazing bagels and cream cheese ever!! The egg and cheese sandwich was pretty awesome too. My kids had come brew and peach tea, both were pretty great. I have nothing but good things to say. The place way hopping and yet the service was courteous and quick.",5,Liberty Bagels Midtown,Bagel shop
I had the protein plus on everything bagel. The bagel was too chewy and the seeds on the bagel were sooo strong.,3,Liberty Bagels Midtown,Bagel shop
If there's a way to prepare a bagel? THEY DO IT!,4,Liberty Bagels Midtown,Bagel shop
Great bagels. Some of the workers at the  pay counter were rude.,4,Liberty Bagels Midtown,Bagel shop
Great service,4,Liberty Bagels Midtown,Bagel shop
So many great choices !!!!,5,Liberty Bagels Midtown,Bagel shop
"I ordered a Chocolate Velvet muffin and the women kept it like hidden it, I checked my ordered and she gave something TOTALLY WRONG. The cashier will smile you just if you give tips if no they are really impolite!",1,Liberty Bagels Midtown,Bagel shop
"What an amazing selection. These are, hands down, some of the best bagels we've had - and in fun colors too!! Big, chewy and flavorful; delicious",5,Liberty Bagels Midtown,Bagel shop
"Oh so good! Customer service excellent. Busy but orderly. Order in the back, pay in the front. They call out your name so youre not all confused. Great if youre not from the city. May look overwhelming and crowded but actually quick. ",5,Liberty Bagels Midtown,Bagel shop
Delicious Bagels,5,Liberty Bagels Midtown,Bagel shop
"Hot, delicious bagel-sandwiches!  There are so many types of bagels and so many types  of cream cheeses from which to choose.",5,Liberty Bagels Midtown,Bagel shop
"This guy's know what are they doing, don't worry if you see a lot of people when you get in, they do fast I spent more time deciding than the time they call me to get my order. The bagels are crunchy and soft inside delicious. See you soon. ",5,Liberty Bagels Midtown,Bagel shop
